date,ride_type,line,station,lat,lon,hour_05,hour_06,hour_07,hour_08,hour_09,hour_10,hour_11,hour_12,hour_13,hour_14,hour_15,hour_16,hour_17,hour_18,hour_19,hour_20,hour_21,hour_22,hour_23
2023-03-31,하차,6호선,이태원역,37.534485,126.994369,117,786,602.0,1443,1247,737,588,956,692,708,749,923,1073,1786.0,1502,1367,1369,1570,1271
2023-04-01,승차,1호선,서울역,37.55315,126.972533,291,384,853.0,1535,2596,3244,3320,4026,4242,3613,4050,4591,5034,3922.0,3247,2467,2497,1845,705
2023-04-01,하차,1호선,서울역,37.55315,126.972533,390,1586,1667.0,2698,3464,3948,3648,4884,4250,3858,3595,4592,4535,3988.0,3938,3013,2679,1868,803
2023-04-01,승차,1호선,시청역,37.56359,126.975407,54,90,167.0,220,321,366,464,671,838,986,1160,1580,1728,1265.0,1247,1639,1076,573,155
2023-04-01,하차,1호선,시청역,37.56359,126.975407,120,418,429.0,592,1086,1050,1269,1458,1365,1241,1130,1011,976,864.0,420,362,235,161,88
2023-04-01,승차,2호선,강남역,37.497958,127.027539,291,423,426.0,722,1029,1525,2484,2591,2853,3844,4114,3911,4324,3858.0,2893,2613,2972,2917,1369
2023-04-01,하차,2호선,강남역,37.497958,127.027539,210,756,907.0,2485,5224,3714,3286,3594,3695,3361,3073,2746,3311,2536.0,2029,1567,1316,971,685
2023-04-01,승차,2호선,사당역,37.476536,126.981631,302,483,681.0,1015,1342,1361,1685,1484,1945,1968,1840,1687,1756,1830.0,1377,1444,1622,1366,805
2023-04-01,하차,2호선,사당역,37.476536,126.981631,76,724,498.0,807,1159,1312,1528,1831,1979,1583,1904,2357,2764,2676.0,1845,1500,1682,1501,990
2023-04-01,승차,2호선,삼성역,37.508827,127.063203,195,195,208.0,250,454,550,854,1115,1452,1501,2008,2336,2363,2399.0,1873,2350,2031,1022,233
2023-04-01,하차,2호선,삼성역,37.508827,127.063203,111,854,787.0,1187,1820,1830,2055,2029,2075,2128,1776,1687,1789,1158.0,606,538,426,344,170
2023-04-01,승차,5호선,광화문역,37.570545,126.976568,22,76,101.0,163,226,304,414,741,800,1265,1759,2275,2221,1904.0,1574,1625,1419,736,212
2023-04-01,하차,5호선,광화문역,37.570545,126.976568,16,340,318.0,586,1392,1443,1877,2121,2070,1790,1603,1448,1000,769.0,448,280,194,130,85
2023-04-01,승차,6호선,이태원역,37.534485,126.994369,1123,802,316.0,273,309,413,442,380,498,555,773,809,846,886.0,954,1056,1124,1379,965
2023-04-01,하차,6호선,이태원역,37.534485,126.994369,69,469,150.0,223,347,455,663,632,805,765,839,910,1299,1427.0,1580,1609,1701,1804,1479
2023-04-02,승차,1호선,서울역,37.55315,126.972533,200,456,630.0,1198,1668,2779,3683,4144,3589,3190,3649,3368,3786,3134.0,2840,2163,2922,1447,618
2023-04-02,하차,1호선,서울역,37.55315,126.972533,286,1379,1702.0,2274,3049,2814,3500,3521,3935,3169,4205,3710,3801,3679.0,2986,2682,2214,1315,701
2023-04-02,승차,1호선,시청역,37.56359,126.975407,43,92,122.0,228,341,440,542,1637,638,719,708,1088,1057,1098.0,960,1136,784,573,121
2023-04-02,하차,1호선,시청역,37.56359,126.975407,56,388,331.0,718,1089,1452,785,883,841,890,627,789,657,494.0,336,348,281,130,69
2023-04-02,승차,2호선,강남역,37.497958,127.027539,224,315,320.0,461,947,1051,1289,1674,1560,1862,2025,1864,2221,2073.0,1564,1812,2244,3049,775
2023-04-02,하차,2호선,강남역,37.497958,127.027539,93,394,501.0,1216,2085,1709,1391,1883,2066,2003,2150,2381,1890,1756.0,1454,1006,907,779,423
2023-04-02,승차,2호선,사당역,37.476536,126.981631,176,280,408.0,654,896,1002,965,1134,1126,1235,1117,1150,1182,968.0,1040,917,824,753,381
2023-04-02,하차,2호선,사당역,37.476536,126.981631,47,400,322.0,486,813,940,783,1076,1298,1168,1447,1566,1418,1546.0,1078,1179,898,1005,638
2023-04-02,승차,2호선,삼성역,37.508827,127.063203,151,127,162.0,263,300,560,551,900,1401,1465,1773,2061,2109,1943.0,1596,1490,1204,932,172
2023-04-02,하차,2호선,삼성역,37.508827,127.063203,32,359,404.0,897,896,1181,2092,1974,1757,1746,1661,1599,1292,932.0,517,499,362,235,125
2023-04-02,승차,5호선,광화문역,37.570545,126.976568,25,51,82.0,114,157,393,512,1184,925,1194,1249,1638,1380,1374.0,1029,1134,963,436,99
2023-04-02,하차,5호선,광화문역,37.570545,126.976568,4,215,320.0,682,1235,1830,1493,1208,1257,1290,1252,921,819,572.0,387,217,160,94,45
2023-04-02,승차,6호선,이태원역,37.534485,126.994369,1374,907,415.0,331,255,307,326,455,361,485,583,616,746,723.0,779,846,1075,924,566
2023-04-02,하차,6호선,이태원역,37.534485,126.994369,57,148,112.0,206,244,355,489,568,678,652,678,715,910,882.0,1207,1032,908,959,695
2023-04-03,승차,1호선,서울역,37.55315,126.972533,217,394,865.0,1177,1839,2939,3101,3891,2892,3360,3135,3177,3538,2837.0,3272,2508,1965,1977,1136
2023-04-03,하차,1호선,서울역,37.55315,126.972533,354,1242,1912.0,1818,2589,2310,2993,3708,3837,3180,3631,3470,3338,2570.0,2484,1667,1451,989,607
2023-04-03,승차,1호선,시청역,37.56359,126.975407,31,107,131.0,172,205,356,457,496,586,722,1016,1025,1197,846.0,607,556,409,361,125
2023-04-03,하차,1호선,시청역,37.56359,126.975407,65,189,254.0,312,489,658,862,959,855,905,684,615,468,409.0,281,199,246,117,83
2023-04-03,승차,2호선,강남역,37.497958,127.027539,132,236,246.0,369,455,654,874,981,1033,1074,1253,1182,1536,1320.0,1066,1316,1069,1160,502
2023-04-03,하차,2호선,강남역,37.497958,127.027539,64,301,317.0,579,845,834,808,1142,1160,1136,1252,1537,1412,1346.0,1114,919,670,521,264
2023-04-03,승차,2호선,사당역,37.476536,126.981631,138,311,331.0,470,545,596,697,806,779,864,809,861,802,743.0,625,647,649,544,269
2023-04-03,하차,2호선,사당역,37.476536,126.981631,21,256,279.0,452,433,645,794,652,806,672,871,1017,1191,974.0,978,775,663,616,402
2023-04-03,승차,2호선,삼성역,37.508827,127.063203,78,141,147.0,181,282,310,499,714,1166,1610,2017,2514,2300,2548.0,2045,1707,1782,820,199
2023-04-03,하차,2호선,삼성역,37.508827,127.063203,33,274,340.0,549,696,1008,1772,1990,1856,1944,2205,1936,1900,1113.0,751,560,347,218,93
2023-04-03,승차,5호선,광화문역,37.570545,126.976568,21,41,121.0,128,175,170,284,525,685,1141,1625,1453,1787,1010.0,620,473,332,190,91
2023-04-03,하차,5호선,광화문역,37.570545,126.976568,1,161,204.0,317,641,791,1201,1485,1463,1250,843,600,409,389.0,180,139,107,57,34
2023-04-03,승차,6호선,이태원역,37.534485,126.994369,572,458,263.0,184,218,261,381,422,377,472,471,605,578,523.0,501,453,508,526,394
2023-04-03,하차,6호선,이태원역,37.534485,126.994369,44,115,96.0,140,142,181,343,364,490,452,763,560,789,676.0,886,782,804,564,613
2023-04-04,승차,1호선,서울역,37.55315,126.972533,481,1329,4436.0,7197,4331,3439,2956,3426,3381,3103,4011,4735,8984,10053.0,4658,3057,2963,2019,1065
2023-04-04,하차,1호선,서울역,37.55315,126.972533,408,2396,5972.0,10809,7192,3579,3048,2691,3252,2902,3515,3678,4950,7151.0,3604,3195,2422,1836,676
2023-04-04,승차,1호선,시청역,37.56359,126.975407,85,140,280.0,457,496,583,860,908,1112,1782,1961,2586,4293,8682.0,2809,2259,1930,1160,367
2023-04-04,하차,1호선,시청역,37.56359,126.975407,175,1435,4064.0,11369,3880,1814,1556,1141,1267,743,825,806,911,886.0,436,287,293,170,109
2023-04-04,승차,2호선,강남역,37.497958,127.027539,276,722,1986.0,3509,2315,2090,2622,3272,3791,4161,4892,5522,10257,14754.0,9618,7299,6614,5561,2205
2023-04-04,하차,2호선,강남역,37.497958,127.027539,502,2671,8189.0,16502,15052,5878,4028,2914,4010,3365,2855,3639,4898,7084.0,3478,1856,1399,1212,580
2023-04-04,승차,2호선,사당역,37.476536,126.981631,620,1240,3714.0,5308,3211,2301,1659,1689,1749,1795,1951,1996,2807,4100.0,2795,2516,2664,2110,1141
2023-04-04,하차,2호선,사당역,37.476536,126.981631,166,1145,2115.0,3650,2144,1694,2230,2234,1702,1763,2192,2549,5344,7187.0,4757,2400,2306,2261,1154
2023-04-04,승차,2호선,삼성역,37.508827,127.063203,187,324,633.0,953,841,938,1384,1621,1791,2627,3401,4348,9368,13001.0,6513,5135,3530,2265,570
2023-04-04,하차,2호선,삼성역,37.508827,127.063203,284,2114,7322.0,16573,12621,4345,2622,2137,2445,2057,2173,1813,2209,1953.0,1081,664,495,385,173
2023-04-04,승차,5호선,광화문역,37.570545,126.976568,62,129,432.0,498,456,656,912,962,1527,1881,1726,2292,5488,10623.0,3325,2475,2573,1576,565
2023-04-04,하차,5호선,광화문역,37.570545,126.976568,49,1283,4217.0,14779,6171,2297,1887,1425,1769,1142,804,1024,1341,1873.0,745,379,236,238,75
2023-04-04,승차,6호선,이태원역,37.534485,126.994369,104,145,320.0,385,387,390,357,377,381,492,745,1291,1073,1703.0,982,720,666,591,400
2023-04-04,하차,6호선,이태원역,37.534485,126.994369,121,725,552.0,1603,1213,687,411,508,501,436,505,568,738,991.0,799,458,409,313,197
2023-04-05,승차,1호선,서울역,37.55315,126.972533,398,1385,4611.0,6099,5019,3233,3328,3683,3905,2977,4298,4767,7846,10086.0,5141,3184,3278,1952,1027
2023-04-05,하차,1호선,서울역,37.55315,126.972533,323,2434,5140.0,11476,6159,3675,2931,3077,2689,2581,3054,4172,5816,6587.0,3399,2551,2501,1721,795
2023-04-05,승차,1호선,시청역,37.56359,126.975407,70,137,288.0,374,497,654,975,819,1193,1368,2219,3114,4675,7189.0,2425,2256,2010,1452,403
2023-04-05,하차,1호선,시청역,37.56359,126.975407,157,1378,3287.0,11510,4660,1688,1514,1305,1313,1244,1063,1008,1058,970.0,426,307,251,197,83
2023-04-05,승차,2호선,강남역,37.497958,127.027539,286,713,1975.0,3051,2415,2041,2271,2726,3307,3643,4719,5915,10538,13534.0,9473,7027,6936,5873,2366
2023-04-05,하차,2호선,강남역,37.497958,127.027539,402,2491,6764.0,16405,15376,5879,3386,3039,4059,3289,3376,3499,5362,6923.0,3679,1918,1793,1532,699
2023-04-05,승차,2호선,사당역,37.476536,126.981631,537,1323,3790.0,4786,3294,1784,1466,1452,1861,2109,1910,2119,3111,4239.0,2248,2475,2513,2508,1165
2023-04-05,하차,2호선,사당역,37.476536,126.981631,156,1079,2441.0,3402,2086,1377,1895,1700,1624,1539,2042,3375,5486,7663.0,4425,3152,2602,2069,1107
2023-04-05,승차,2호선,삼성역,37.508827,127.063203,189,302,631.0,944,892,950,1274,1879,2183,2845,3112,5297,10150,13540.0,6312,4317,4449,2197,660
2023-04-05,하차,2호선,삼성역,37.508827,127.063203,296,2262,7015.0,16219,12026,4499,2624,2393,2490,2235,2073,2050,2061,2519.0,1399,637,543,437,206
2023-04-05,승차,5호선,광화문역,37.570545,126.976568,47,157,449.0,432,539,642,950,852,1315,1519,1978,2349,5449,9538.0,3842,2820,2913,1930,538
2023-04-05,하차,5호선,광화문역,37.570545,126.976568,33,1325,4355.0,14720,5940,2088,1787,1707,1870,1181,1126,1061,1645,2273.0,817,296,268,189,101
2023-04-05,승차,6호선,이태원역,37.534485,126.994369,89,131,250.0,391,429,299,334,419,380,365,701,955,1174,1510.0,1015,807,856,717,473
2023-04-05,하차,6호선,이태원역,37.534485,126.994369,87,695,523.0,1306,1222,731,448,431,422,423,468,566,785,1075.0,737,522,456,343,309
2023-04-06,승차,1호선,서울역,37.55315,126.972533,396,1272,4387.0,6258,4021,2943,3091,3107,3615,3769,4929,6693,8921,8901.0,4916,2930,2984,1968,1278
2023-04-06,하차,1호선,서울역,37.55315,126.972533,400,2026,5553.0,11144,6301,2810,3114,3722,3977,3514,5231,5641,7492,7544.0,5182,3890,3572,2226,1412
2023-04-06,승차,1호선,시청역,37.56359,126.975407,71,156,285.0,329,450,580,1020,997,1138,1700,2359,3341,4310,6178.0,2142,1856,1823,1085,376
2023-04-06,하차,1호선,시청역,37.56359,126.975407,238,1153,3366.0,10032,4086,1500,1653,1219,1108,1118,812,930,1033,922.0,507,244,254,179,129
2023-04-06,승차,2호선,강남역,37.497958,127.027539,274,663,2045.0,2765,1899,2113,2814,3462,3688,5269,7073,8259,12642,12354.0,7773,6268,6197,6012,2826
2023-04-06,하차,2호선,강남역,37.497958,127.027539,554,2173,7477.0,13803,14491,6206,3717,4010,3959,4077,4693,4851,6497,6871.0,4343,2174,1618,1357,851
2023-04-06,승차,2호선,사당역,37.476536,126.981631,628,1303,3663.0,4744,2888,1768,1658,2034,2001,2476,2281,2849,3418,3409.0,2382,1992,2148,2490,1836
2023-04-06,하차,2호선,사당역,37.476536,126.981631,166,1096,2171.0,3473,2133,1552,1712,2091,1882,2217,3187,4417,6218,7481.0,4479,2840,2187,2532,1479
2023-04-06,승차,2호선,삼성역,37.508827,127.063203,260,288,633.0,1236,769,1062,1472,2385,3080,3987,5572,7915,8069,8221.0,4708,3558,2929,1927,531
2023-04-06,하차,2호선,삼성역,37.508827,127.063203,316,2113,5981.0,14208,10653,4493,2904,2397,2381,2251,2211,2428,2539,2256.0,1253,680,549,384,251
2023-04-06,승차,5호선,광화문역,37.570545,126.976568,49,144,380.0,518,529,635,1025,1371,1496,2194,3001,4407,5491,7430.0,2359,1889,1908,1180,530
2023-04-06,하차,5호선,광화문역,37.570545,126.976568,38,1398,4523.0,13022,5450,2156,1996,1639,1475,1237,1068,1163,1509,1631.0,686,326,277,173,140
2023-04-06,승차,6호선,이태원역,37.534485,126.994369,147,131,265.0,399,313,318,298,340,413,673,845,1170,1323,1251.0,894,936,806,952,829
2023-04-06,하차,6호선,이태원역,37.534485,126.994369,117,778,555.0,1347,1139,673,510,508,556,490,618,820,1037,1513.0,1468,940,987,1151,1016
2023-04-07,승차,1호선,서울역,37.55315,126.972533,316,613,879.0,1635,2874,3222,3470,4569,4549,4337,5002,5126,6602,4183.0,2876,2516,2642,1885,941
2023-04-07,하차,1호선,서울역,37.55315,126.972533,383,1737,2297.0,3223,4013,4370,4601,5987,5199,4527,4806,4765,4856,4467.0,3634,2864,2856,1831,1025
2023-04-07,승차,1호선,시청역,37.56359,126.975407,58,107,112.0,212,250,372,591,692,1557,2353,5636,4546,2756,1900.0,1455,1373,1034,597,225
2023-04-07,하차,1호선,시청역,37.56359,126.975407,113,600,568.0,778,1329,2102,2900,4430,4894,3531,1956,1219,860,786.0,375,283,215,141,132
2023-04-07,승차,2호선,강남역,37.497958,127.027539,336,445,437.0,609,947,1361,2026,2473,2362,2944,3273,3861,4150,4044.0,3379,3350,3715,3940,1599
2023-04-07,하차,2호선,강남역,37.497958,127.027539,181,947,960.0,2217,4085,2860,3185,3231,3053,3714,3573,3367,4208,2929.0,2361,1710,1547,1307,938
2023-04-07,승차,2호선,사당역,37.476536,126.981631,404,635,723.0,875,1285,1579,1646,1837,1990,1994,2095,2156,2023,1858.0,1665,1788,1748,1837,1042
2023-04-07,하차,2호선,사당역,37.476536,126.981631,69,815,650.0,758,1233,1229,1605,1990,1848,1921,2339,2584,3107,2760.0,2297,1876,1946,1530,1299
2023-04-07,승차,2호선,삼성역,37.508827,127.063203,221,212,192.0,272,359,568,821,1210,1475,1726,2184,2530,2721,2136.0,2119,2640,2262,1300,283
2023-04-07,하차,2호선,삼성역,37.508827,127.063203,96,891,1109.0,1340,1905,1878,2326,2126,2101,2143,2023,1836,1740,1210.0,821,488,440,346,194
2023-04-07,승차,5호선,광화문역,37.570545,126.976568,34,70,116.0,198,240,465,740,851,1595,2424,4410,5449,3497,2841.0,1758,1893,1584,774,296
2023-04-07,하차,5호선,광화문역,37.570545,126.976568,16,567,594.0,961,1819,2137,3292,3805,5335,4077,2723,1941,1387,897.0,509,336,207,154,105
2023-04-07,승차,6호선,이태원역,37.534485,126.994369,762,515,314.0,232,249,238,322,404,820,1118,934,1066,825,837.0,886,967,1012,1214,915
2023-04-07,하차,6호선,이태원역,37.534485,126.994369,108,515,163.0,239,368,575,843,1382,1070,777,977,1050,1176,1454.0,1540,1311,1577,1382,1554
2023-04-08,승차,1호선,서울역,37.55315,126.972533,287,571,1035.0,2095,3006,4172,4099,4448,4331,4167,4801,5160,5735,4300.0,4042,3288,3195,2434,1027
2023-04-08,하차,1호선,서울역,37.55315,126.972533,278,1375,2019.0,2707,3261,3829,3536,3164,3275,3247,3846,4075,3471,3306.0,2844,2694,2709,1707,1185
2023-04-08,승차,1호선,시청역,37.56359,126.975407,42,85,166.0,222,295,368,479,783,906,1407,2092,2718,1987,1419.0,1222,1211,758,591,162
2023-04-08,하차,1호선,시청역,37.56359,126.975407,82,583,562.0,891,1407,1446,2001,1908,1929,1789,1324,1038,812,537.0,300,265,259,180,124
2023-04-08,승차,2호선,강남역,37.497958,127.027539,260,430,441.0,801,1207,2049,2696,3337,3966,4497,5101,5898,5815,4423.0,3896,3690,3670,4026,2157
2023-04-08,하차,2호선,강남역,37.497958,127.027539,181,927,893.0,2683,6053,4062,3525,4233,4799,4090,3672,3454,4004,3591.0,2581,2171,1779,1329,714
2023-04-08,승차,2호선,사당역,37.476536,126.981631,268,644,749.0,1410,1833,1581,1842,2123,2271,2594,3130,2998,2606,2191.0,2212,2422,2497,1968,1218
2023-04-08,하차,2호선,사당역,37.476536,126.981631,123,1120,788.0,1013,1366,1836,2237,2541,2335,2265,2447,3525,4145,3491.0,2274,2018,2227,1855,1326
2023-04-08,승차,2호선,삼성역,37.508827,127.063203,204,163,273.0,261,361,516,977,1359,1853,2032,2534,3681,3355,2846.0,2407,2825,2190,1452,300
2023-04-08,하차,2호선,삼성역,37.508827,127.063203,154,1152,895.0,1668,2719,2599,2842,2844,2663,2303,2204,2297,2114,1135.0,814,620,411,298,149
2023-04-08,승차,5호선,광화문역,37.570545,126.976568,22,73,145.0,186,296,306,462,673,886,1253,1541,2839,2482,1974.0,1516,1521,1305,767,161
2023-04-08,하차,5호선,광화문역,37.570545,126.976568,15,518,474.0,846,1306,1619,1829,2054,2101,1936,1475,1306,1096,774.0,420,239,251,107,90
2023-04-08,승차,6호선,이태원역,37.534485,126.994369,784,574,295.0,247,282,246,365,378,433,558,725,1126,1011,962.0,720,969,927,1092,765
2023-04-08,하차,6호선,이태원역,37.534485,126.994369,126,574,201.0,253,346,501,540,673,733,869,828,1005,1194,1179.0,1403,1259,1469,1722,1529
2023-04-09,승차,1호선,서울역,37.55315,126.972533,251,545,726.0,1679,2356,3240,3512,3815,3538,2974,3493,3989,4735,3985.0,3883,3377,2835,2177,985
2023-04-09,하차,1호선,서울역,37.55315,126.972533,185,1013,1212.0,2015,2727,3024,2691,2648,2996,3495,3848,3555,4605,3571.0,2858,2482,2128,1310,650
2023-04-09,승차,1호선,시청역,37.56359,126.975407,49,102,292.0,309,833,1575,1200,1966,1266,1153,1232,1512,1408,1206.0,902,792,646,415,154
2023-04-09,하차,1호선,시청역,37.56359,126.975407,149,2281,2489.0,1162,1513,1952,1614,1171,1195,882,739,591,564,396.0,258,210,203,131,69
2023-04-09,승차,2호선,강남역,37.497958,127.027539,242,408,489.0,548,825,1025,1550,2013,2174,2426,2932,2850,3206,3163.0,2671,2674,3074,2342,1003
2023-04-09,하차,2호선,강남역,37.497958,127.027539,129,529,690.0,1325,2322,2300,2269,2744,3408,2512,2356,2600,2685,2237.0,1823,1423,1149,893,478
2023-04-09,승차,2호선,사당역,37.476536,126.981631,240,347,508.0,711,1161,1359,1449,1575,1545,2009,2165,2327,1930,1889.0,1876,1599,1635,1155,497
2023-04-09,하차,2호선,사당역,37.476536,126.981631,76,867,609.0,719,1237,1356,1696,1734,2179,1675,1862,2323,2724,2387.0,1908,1829,1704,1147,756
2023-04-09,승차,2호선,삼성역,37.508827,127.063203,153,187,212.0,249,319,513,865,998,1883,1573,2261,3147,3365,3383.0,2196,2249,2054,1108,230
2023-04-09,하차,2호선,삼성역,37.508827,127.063203,116,979,816.0,1777,2233,3127,2663,2476,2397,2665,1828,1513,1450,994.0,605,404,359,220,140
2023-04-09,승차,5호선,광화문역,37.570545,126.976568,28,53,113.0,192,333,679,776,1620,1285,1465,1396,1806,1968,1536.0,1216,1163,1164,453,159
2023-04-09,하차,5호선,광화문역,37.570545,126.976568,9,1052,1032.0,1298,1659,2526,1892,1957,1435,1643,1224,803,769,547.0,297,204,208,105,52
2023-04-09,승차,6호선,이태원역,37.534485,126.994369,970,935,469.0,324,305,312,292,375,422,518,636,618,888,693.0,605,710,675,573,323
2023-04-09,하차,6호선,이태원역,37.534485,126.994369,51,203,136.0,163,300,444,543,584,716,669,667,638,739,684.0,505,467,408,394,309
2023-04-10,승차,1호선,서울역,37.55315,126.972533,401,1427,4735.0,9114,3489,3077,3165,3368,3271,3034,3028,4067,8282,10486.0,4673,3024,2574,1725,633
2023-04-10,하차,1호선,서울역,37.55315,126.972533,342,2602,5161.0,11672,6926,3118,2878,2970,3021,2833,2985,3562,4885,6888.0,3843,2636,2280,1443,612
2023-04-10,승차,1호선,시청역,37.56359,126.975407,76,139,318.0,407,398,499,710,684,755,1092,1532,1935,4509,8707.0,2632,2016,1700,1012,313
2023-04-10,하차,1호선,시청역,37.56359,126.975407,178,1324,3731.0,9730,3312,1536,1053,1124,828,851,601,634,771,586.0,348,204,219,134,63
2023-04-10,승차,2호선,강남역,37.497958,127.027539,237,650,1702.0,2801,2254,2170,2235,2703,3262,4107,4847,5610,9501,15419.0,9356,6599,6474,4994,1558
2023-04-10,하차,2호선,강남역,37.497958,127.027539,495,2564,6689.0,14608,15521,6617,3227,2837,3223,3195,3136,3402,4525,6316.0,3458,1789,1209,901,501
2023-04-10,승차,2호선,사당역,37.476536,126.981631,550,1308,3536.0,4862,3282,1873,1534,1725,1657,1687,1870,1986,2729,4217.0,2594,2063,1896,1749,883
2023-04-10,하차,2호선,사당역,37.476536,126.981631,134,1091,2292.0,3225,2288,1579,1847,1574,1586,1756,2027,2889,4467,6715.0,4682,2656,2130,1707,781
2023-04-10,승차,2호선,삼성역,37.508827,127.063203,251,295,589.0,851,782,852,1089,1415,1769,2110,2808,4108,8861,11933.0,6502,4915,3304,1827,493
2023-04-10,하차,2호선,삼성역,37.508827,127.063203,291,2168,7384.0,16541,12000,4014,2197,1998,2168,1484,1582,1722,1948,2069.0,1119,663,421,283,145
2023-04-10,승차,5호선,광화문역,37.570545,126.976568,49,148,406.0,570,474,520,689,841,996,1392,1835,2133,5477,12224.0,4041,2306,1936,1185,393
2023-04-10,하차,5호선,광화문역,37.570545,126.976568,44,1240,4261.0,13584,5633,1992,1427,1410,1162,918,705,723,1260,1177.0,644,300,228,155,64
2023-04-10,승차,6호선,이태원역,37.534485,126.994369,182,190,306.0,447,347,287,283,388,327,401,608,1173,973,1354.0,874,634,497,426,216
2023-04-10,하차,6호선,이태원역,37.534485,126.994369,80,777,486.0,1402,1362,798,433,388,480,371,420,411,550,719.0,563,375,232,253,128
2023-04-11,승차,1호선,서울역,37.55315,126.972533,449,1299,4226.0,7807,4213,3573,3259,3777,3360,3529,3884,4901,8094,10467.0,5026,3631,3139,2443,1096
2023-04-11,하차,1호선,서울역,37.55315,126.972533,379,2266,6237.0,11342,6951,3608,2962,3331,3311,2739,3860,3832,5495,7575.0,3834,2735,2607,2048,750
2023-04-11,승차,1호선,시청역,37.56359,126.975407,72,141,302.0,479,497,645,850,955,1075,1333,2048,2639,4489,7735.0,2733,2297,2552,1264,365
2023-04-11,하차,1호선,시청역,37.56359,126.975407,250,1337,4267.0,10679,4177,1918,1654,1511,1228,1106,1083,855,1074,1008.0,394,379,324,240,105
2023-04-11,승차,2호선,강남역,37.497958,127.027539,310,662,1776.0,3031,2466,2020,2699,3606,3672,3879,5194,5854,9764,15242.0,10461,7129,7866,5495,2398
2023-04-11,하차,2호선,강남역,37.497958,127.027539,533,2618,7513.0,14523,15735,6117,4257,3373,3635,2989,3452,3598,5174,7197.0,3554,1972,1722,1244,652
2023-04-11,승차,2호선,사당역,37.476536,126.981631,588,1432,3942.0,5119,3344,1979,1586,1602,2281,2039,2164,2438,2919,4494.0,2765,2525,2727,2106,1130
2023-04-11,하차,2호선,사당역,37.476536,126.981631,165,1251,2666.0,3813,2308,1756,1934,1999,1724,1902,2446,3383,5539,6856.0,4819,2902,2427,2135,1191
2023-04-11,승차,2호선,삼성역,37.508827,127.063203,184,348,636.0,916,831,988,1440,1812,2131,2636,3665,4800,9471,14342.0,6346,4184,3540,2258,692
2023-04-11,하차,2호선,삼성역,37.508827,127.063203,362,2330,6688.0,14823,11876,4309,2707,2540,2302,2024,1792,1777,2090,2630.0,1256,661,513,336,205
2023-04-11,승차,5호선,광화문역,37.570545,126.976568,55,125,373.0,579,518,530,1006,1041,1436,1714,1871,2497,5491,9579.0,3356,2762,2934,1918,454
2023-04-11,하차,5호선,광화문역,37.570545,126.976568,39,1283,4831.0,14569,5554,2083,1955,1508,1445,1092,1053,1250,1613,2041.0,811,347,287,234,95
2023-04-11,승차,6호선,이태원역,37.534485,126.994369,114,202,294.0,410,320,330,359,351,380,485,753,1222,1411,1506.0,954,867,796,710,406
2023-04-11,하차,6호선,이태원역,37.534485,126.994369,120,836,546.0,1451,1365,641,568,469,532,477,559,594,791,1133.0,759,482,384,396,229
2023-04-12,승차,1호선,서울역,37.55315,126.972533,428,1412,4828.0,6923,4517,3410,3577,3894,4031,3145,3924,5205,8912,10280.0,5581,3241,3113,1579,904
2023-04-12,하차,1호선,서울역,37.55315,126.972533,358,2412,5381.0,11783,6339,3363,2949,2932,3050,2815,2679,3983,5000,7307.0,3640,2908,2384,1855,857
2023-04-12,승차,1호선,시청역,37.56359,126.975407,68,146,326.0,369,502,584,810,984,1314,1381,1939,2424,4498,7552.0,2818,2399,1834,1199,383
2023-04-12,하차,1호선,시청역,37.56359,126.975407,230,1123,3953.0,9607,4108,1643,1490,1273,1388,1128,766,771,1268,1031.0,462,303,305,124,94
2023-04-12,승차,2호선,강남역,37.497958,127.027539,270,689,1808.0,2510,2658,2478,2305,3205,3696,3790,3993,6021,9904,14844.0,9167,7408,6853,6727,2556
2023-04-12,하차,2호선,강남역,37.497958,127.027539,518,2401,7313.0,16397,14272,5908,3520,2897,3946,3387,3300,3357,5008,7630.0,4317,1805,1627,1320,615
2023-04-12,승차,2호선,사당역,37.476536,126.981631,512,1461,4099.0,4979,3391,2079,1688,1790,1737,1883,1960,2165,2974,3746.0,2720,2701,2754,2222,1210
2023-04-12,하차,2호선,사당역,37.476536,126.981631,122,1332,2302.0,3916,2416,1580,2037,1761,1489,1489,1942,2843,4972,7241.0,4418,2781,2312,2353,1087
2023-04-12,승차,2호선,삼성역,37.508827,127.063203,189,297,606.0,945,822,1031,1447,2068,2409,3155,3755,5572,10847,13593.0,6645,5422,4286,2857,786
2023-04-12,하차,2호선,삼성역,37.508827,127.063203,279,2360,7070.0,14656,12600,5229,3278,2766,2749,2467,1955,2353,2377,2619.0,1837,791,464,397,217
2023-04-12,승차,5호선,광화문역,37.570545,126.976568,46,152,427.0,558,465,629,971,1193,1677,1800,1818,2488,5938,10726.0,3147,2697,2882,2073,609
2023-04-12,하차,5호선,광화문역,37.570545,126.976568,43,1304,4071.0,12067,6327,2333,1913,1412,1933,1079,942,957,1294,1951.0,797,282,276,208,102
2023-04-12,승차,6호선,이태원역,37.534485,126.994369,121,135,296.0,416,354,325,381,405,450,473,693,1016,1117,1504.0,933,660,666,585,363
2023-04-12,하차,6호선,이태원역,37.534485,126.994369,107,683,626.0,1514,1257,808,535,493,510,504,432,644,748,929.0,716,439,353,326,218
