,CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt
413,764447435,Existing Customer,72,F,1,Post-Graduate,Married,Less than $40K,Blue,34,1,0,5,22416.6,908,11723.2,2.994,14400
414,749895282,Existing Customer,52,F,5,High School,Married,$60K - $80K,Blue,39,6,2,4,5559.5,589,20827.1,1.894,9927
415,809500886,Existing Customer,40,F,1,Graduate,Divorced,$40K - $60K,Blue,25,1,4,4,19118.2,1951,7064.5,0.886,6005
416,818613134,Existing Customer,31,F,1,Post-Graduate,Single,Less than $40K,Blue,45,1,0,3,5313.4,955,2557.1,2.909,15291
417,702503771,Existing Customer,72,F,5,Doctorate,Single,$120K +,Blue,17,1,6,0,12117.2,1143,18552.8,1.939,7607
418,770286689,Existing Customer,39,F,2,High School,Divorced,$60K - $80K,Blue,38,1,6,6,6607.2,1331,10951.4,0.783,8979
419,835213889,Existing Customer,36,F,3,Uneducated,Single,$120K +,Blue,25,4,3,3,2484.2,1553,6480.3,2.158,12909
420,704183839,Existing Customer,64,M,2,College,Married,Unknown,Blue,39,5,6,4,22479.4,2342,8826.8,1.28,16712
421,767775190,Existing Customer,34,F,4,Unknown,Single,Less than $40K,Gold,26,6,2,2,6280.5,1806,18568.4,2.887,11495
422,854370901,Existing Customer,51,M,5,Unknown,Single,$120K +,Blue,36,1,5,3,12046.7,2100,9223.1,1.596,7341
423,767227698,Attrited Customer,41,M,2,College,Unknown,Unknown,Blue,15,1,2,4,5098.5,805,3716.2,2.497,17285
424,820680088,Attrited Customer,30,F,1,Uneducated,Unknown,Less than $40K,Blue,42,1,2,6,1590.5,1455,9238.6,0.415,1478
425,829027769,Attrited Customer,35,F,5,Graduate,Unknown,Less than $40K,Blue,47,1,6,4,2285.6,51,787.8,1.407,10892
426,883157310,Attrited Customer,28,M,0,Post-Graduate,Single,$120K +,Blue,26,2,0,0,6922.9,71,3919.1,3.345,5661
427,890442685,Existing Customer,38,M,2,College,Divorced,Less than $40K,Blue,24,2,6,5,10806.5,27,4149.9,2.768,11328
428,856943484,Existing Customer,68,F,5,Uneducated,Married,$40K - $60K,Blue,40,3,0,1,4698.6,468,1777.7,0.628,11302
429,813531029,Existing Customer,55,M,2,Doctorate,Single,Less than $40K,Silver,41,1,0,3,10950.4,763,663.5,1.017,6635
430,821690425,Existing Customer,70,F,5,Unknown,Divorced,$80K - $120K,Blue,55,3,0,3,11033.5,1424,1502.1,1.188,4880
431,830997589,Existing Customer,31,F,1,Uneducated,Single,Unknown,Blue,29,4,4,3,11175.4,2248,7941.8,2.246,5348
432,701079600,Existing Customer,42,F,0,Graduate,Married,Less than $40K,Blue,52,3,1,4,6864.4,819,11846.6,2.598,16685
433,860409267,Existing Customer,70,M,0,Graduate,Single,$80K - $120K,Blue,33,5,6,0,21148.1,1489,31579.7,2.573,3644
434,866793897,Existing Customer,44,M,4,High School,Married,Less than $40K,Blue,35,2,4,4,6812.2,1675,3476.4,1.783,13201
435,743381573,Existing Customer,67,F,5,College,Single,Less than $40K,Blue,32,2,2,4,6224.6,559,6903.2,2.776,10941
436,859267818,Existing Customer,60,M,2,High School,Married,$120K +,Blue,23,1,4,5,3217.0,378,19868.5,1.542,12066
437,708849851,Existing Customer,71,M,0,Unknown,Single,$40K - $60K,Blue,46,1,3,2,4379.4,1918,1779.4,0.509,1564
438,760779108,Existing Customer,51,M,0,Uneducated,Married,Unknown,Blue,22,4,5,0,1784.1,1075,9352.1,1.963,3179
439,795534048,Attrited Customer,30,M,3,Post-Graduate,Unknown,$40K - $60K,Blue,22,6,0,3,9468.8,78,10344.9,3.243,17169
440,766009351,Existing Customer,54,M,3,Post-Graduate,Single,$60K - $80K,Blue,55,4,6,1,3723.9,1408,1152.3,2.717,16591
441,785871668,Existing Customer,62,M,0,Graduate,Single,$120K +,Blue,18,5,3,3,4339.0,833,14325.5,2.01,13448
442,792526139,Attrited Customer,45,M,5,Post-Graduate,Divorced,$120K +,Blue,48,1,6,4,13223.8,1031,12240.5,2.234,6227
443,821637867,Attrited Customer,46,F,4,Post-Graduate,Divorced,$40K - $60K,Blue,36,1,5,0,4608.7,2072,737.8,3.171,12792
444,819193195,Attrited Customer,35,M,0,Unknown,Married,$120K +,Blue,24,4,3,6,3656.6,449,1168.5,1.514,15401
445,784890726,Existing Customer,30,M,1,Post-Graduate,Single,$40K - $60K,Blue,55,4,6,0,2919.6,1992,852.6,1.194,9807
446,798129091,Existing Customer,61,M,2,Uneducated,Married,$120K +,Blue,35,4,2,0,13366.2,1484,3353.1,3.325,14711
447,826800645,Existing Customer,31,M,4,Post-Graduate,Unknown,Less than $40K,Blue,39,2,0,2,2549.4,2245,5483.3,2.949,16799
448,729549535,Existing Customer,51,M,1,Doctorate,Divorced,$40K - $60K,Blue,49,3,3,3,6275.5,1742,5820.2,1.166,13383
449,834667123,Existing Customer,29,M,4,Post-Graduate,Married,$40K - $60K,Blue,18,3,2,2,7094.8,1970,2680.6,1.63,17022
450,856138845,Existing Customer,64,M,1,Post-Graduate,Married,$80K - $120K,Blue,13,1,0,6,10740.4,2484,17480.9,1.47,13958
451,874526510,Existing Customer,64,M,2,High School,Divorced,$120K +,Blue,18,2,1,6,9463.3,1550,3715.0,0.592,15708
452,751592034,Existing Customer,60,F,2,Uneducated,Single,$120K +,Blue,34,4,2,5,14754.3,689,826.3,3.261,8132
453,753386038,Existing Customer,26,M,3,Graduate,Married,$40K - $60K,Blue,53,1,4,1,1804.3,1990,2999.0,1.434,8590
454,757351079,Existing Customer,49,M,5,High School,Divorced,Less than $40K,Blue,36,2,6,5,4250.8,1401,5801.7,2.989,2912
455,865748531,Existing Customer,61,M,1,College,Single,Less than $40K,Blue,37,5,0,4,4067.5,586,4172.4,0.725,4066
456,733266319,Existing Customer,31,M,3,Uneducated,Unknown,Unknown,Blue,27,6,3,2,2700.8,2151,2739.9,1.908,2703
457,864720908,Existing Customer,66,F,1,Doctorate,Divorced,Less than $40K,Blue,38,2,5,2,4168.7,1829,1485.5,0.179,10749
458,837597297,Attrited Customer,71,F,3,Uneducated,Married,$120K +,Blue,20,1,3,5,4403.8,1985,12471.2,2.622,9093
459,770009467,Existing Customer,69,F,2,College,Unknown,$80K - $120K,Blue,36,3,4,4,7341.2,626,39409.1,2.017,13385
460,816372585,Existing Customer,56,F,4,College,Single,$40K - $60K,Blue,50,4,6,0,10156.1,2031,3298.6,2.164,11196
461,744910237,Existing Customer,45,F,3,College,Single,$60K - $80K,Blue,18,6,4,4,5276.5,2505,3864.6,0.271,18046
462,876383634,Existing Customer,49,F,1,Unknown,Divorced,$80K - $120K,Blue,47,5,3,3,11606.6,363,7237.0,0.796,1804
463,894073232,Existing Customer,50,F,1,Graduate,Divorced,$60K - $80K,Blue,54,6,6,5,4715.8,2182,9371.9,0.345,15958
464,802310007,Existing Customer,61,F,5,Post-Graduate,Divorced,$80K - $120K,Blue,13,6,5,4,4181.1,373,3983.4,1.053,10877
465,789473854,Existing Customer,46,F,2,Uneducated,Single,Less than $40K,Blue,48,2,0,0,7670.9,2086,16972.0,2.171,13847
466,706319707,Existing Customer,55,F,1,Unknown,Unknown,$120K +,Blue,24,1,6,4,1630.0,1987,6246.9,1.968,7164
467,768532150,Attrited Customer,49,F,0,Post-Graduate,Single,$60K - $80K,Blue,50,1,2,2,2103.2,2094,4689.8,2.12,17843
468,703695961,Existing Customer,69,F,4,Post-Graduate,Married,$80K - $120K,Blue,23,6,6,1,5767.9,2083,7782.5,1.913,13203
469,808880612,Existing Customer,67,F,3,Doctorate,Single,$120K +,Blue,24,4,4,2,24343.4,2142,21874.1,1.001,9751
470,808011636,Attrited Customer,55,F,5,College,Married,$60K - $80K,Blue,54,1,4,6,11665.0,1384,11577.9,0.907,4585
471,778911293,Attrited Customer,47,F,4,Graduate,Unknown,$40K - $60K,Blue,51,6,4,1,2176.0,1548,785.8,0.552,13161
472,800846358,Existing Customer,53,F,2,Doctorate,Divorced,$80K - $120K,Blue,19,1,5,6,16421.0,1169,3327.5,2.902,9785
473,736396424,Existing Customer,32,M,5,High School,Divorced,$40K - $60K,Blue,23,4,6,4,11981.1,1940,4951.3,2.134,13348
474,704294539,Existing Customer,60,F,3,Unknown,Single,Less than $40K,Blue,48,5,6,3,8990.3,367,3143.4,0.715,2168
475,845826804,Existing Customer,53,M,3,Unknown,Divorced,$40K - $60K,Blue,43,6,1,4,15169.4,64,8932.2,0.685,7442
476,872716665,Existing Customer,39,F,0,Graduate,Unknown,$40K - $60K,Blue,45,3,5,0,5579.6,753,12751.7,2.981,14758
477,835021056,Existing Customer,35,F,2,Post-Graduate,Divorced,Unknown,Blue,25,3,0,4,3441.1,1543,9700.3,2.551,7469
478,720840174,Existing Customer,41,M,5,Unknown,Single,$80K - $120K,Blue,30,6,0,1,7177.9,2035,32284.4,2.276,8892
479,701043233,Attrited Customer,41,F,5,Graduate,Unknown,Less than $40K,Blue,53,2,0,2,7805.5,1876,2727.4,1.443,17354
480,834747253,Attrited Customer,56,M,1,Unknown,Married,$40K - $60K,Blue,36,5,0,3,7621.2,1578,15055.5,0.965,15509
481,816376111,Existing Customer,67,M,0,Unknown,Single,$120K +,Blue,21,2,0,6,8098.6,755,10685.7,3.332,6886
482,851171559,Existing Customer,50,M,0,College,Married,$60K - $80K,Blue,43,3,3,4,25199.3,2228,3647.9,2.731,3986
483,828565108,Existing Customer,38,F,5,High School,Unknown,$40K - $60K,Blue,53,4,4,4,20040.4,1524,9773.1,1.096,4876
484,756996736,Existing Customer,31,F,5,College,Single,Less than $40K,Silver,22,6,5,2,18119.6,596,1269.3,2.897,16716
485,774583311,Existing Customer,69,F,4,High School,Single,$40K - $60K,Silver,14,1,3,3,14370.4,1834,11402.4,2.604,12968
486,771709884,Existing Customer,34,M,4,Unknown,Unknown,$60K - $80K,Blue,50,3,5,5,24415.9,1395,5820.0,1.08,537
487,837917119,Existing Customer,70,M,4,Doctorate,Divorced,Less than $40K,Blue,27,5,1,6,2267.5,1586,2920.0,1.508,11674
488,882704988,Existing Customer,61,F,0,Post-Graduate,Single,$80K - $120K,Blue,15,3,6,4,3902.4,111,7965.3,0.714,7058
489,891555830,Existing Customer,68,F,1,Unknown,Single,Less than $40K,Blue,55,5,2,4,6904.5,452,7683.1,0.466,3534
490,715192217,Existing Customer,45,F,3,High School,Married,$80K - $120K,Blue,43,5,4,5,16432.2,2186,2145.5,2.485,1774
491,886713743,Existing Customer,43,F,4,High School,Divorced,Less than $40K,Blue,18,6,1,6,7066.3,1871,716.1,0.983,9557
492,844510386,Existing Customer,68,F,1,High School,Married,$60K - $80K,Blue,15,5,3,1,12465.7,2278,4479.5,2.806,12727
493,733698788,Attrited Customer,46,M,2,Unknown,Married,$60K - $80K,Blue,23,2,2,1,2634.9,1262,6399.8,3.386,7097
494,761819576,Existing Customer,29,M,4,Graduate,Divorced,Less than $40K,Blue,27,4,6,0,3765.2,252,15146.6,0.353,7087
495,826184732,Existing Customer,58,M,3,Doctorate,Divorced,$40K - $60K,Blue,40,3,1,2,11965.5,2004,18938.7,1.661,18145
496,825838555,Existing Customer,52,F,2,Graduate,Unknown,$60K - $80K,Blue,22,4,6,3,2878.0,1459,5767.4,2.747,13306
497,897579844,Existing Customer,32,M,2,Post-Graduate,Divorced,$80K - $120K,Blue,50,1,6,4,4901.0,1942,10311.4,2.704,4380
498,835965742,Existing Customer,31,M,3,Unknown,Single,$80K - $120K,Blue,19,3,5,6,3899.6,1326,4550.0,2.608,1836
499,874928880,Existing Customer,40,M,4,High School,Divorced,$120K +,Blue,27,4,2,4,4882.6,2119,10095.2,1.252,9727
500,884514285,Existing Customer,43,M,0,Doctorate,Unknown,Unknown,Blue,30,4,5,0,11294.9,1857,2104.1,1.598,17255
501,880433853,Existing Customer,57,M,3,Doctorate,Unknown,Unknown,Silver,30,6,6,6,5107.0,2269,3746.1,2.063,18112
502,769397491,Attrited Customer,36,F,3,Uneducated,Unknown,Unknown,Silver,53,6,1,6,7920.2,1100,7540.2,3.314,1115
503,857512907,Existing Customer,45,M,3,Post-Graduate,Divorced,$80K - $120K,Blue,36,1,6,4,2280.3,61,628.3,1.181,13513
504,773706383,Existing Customer,49,F,2,Doctorate,Divorced,$120K +,Blue,14,5,3,2,14516.8,1494,9472.6,3.146,10999
505,851759065,Attrited Customer,40,F,1,Unknown,Married,Unknown,Blue,52,3,6,0,5132.9,1180,13135.4,0.989,18171
506,757399769,Existing Customer,73,F,0,High School,Married,Unknown,Blue,32,6,5,2,9803.1,805,4065.8,3.364,17292
507,854497574,Attrited Customer,32,F,4,High School,Single,Less than $40K,Blue,46,3,2,0,11777.2,2172,4658.7,2.312,13997
508,845188451,Existing Customer,46,F,4,Doctorate,Married,Less than $40K,Blue,55,1,1,4,3320.3,1875,13839.9,1.63,15243
509,816710653,Existing Customer,67,M,1,Graduate,Single,Less than $40K,Blue,38,6,5,0,18718.0,2208,10962.0,2.124,6784
510,806402148,Existing Customer,51,M,3,Post-Graduate,Unknown,$40K - $60K,Blue,19,6,6,1,9099.6,540,2879.2,0.999,11354
511,800952086,Existing Customer,69,F,0,High School,Married,Unknown,Blue,50,5,3,6,5917.1,625,3240.7,1.005,13699
512,750018037,Existing Customer,39,F,4,Doctorate,Divorced,$40K - $60K,Blue,42,3,4,3,3048.4,1614,8451.5,0.475,17838
513,743351876,Existing Customer,62,F,5,High School,Married,$120K +,Blue,54,3,3,4,24258.1,105,6297.9,0.476,11481
514,750166883,Existing Customer,46,M,4,Doctorate,Single,$80K - $120K,Blue,17,3,6,5,12692.2,1154,1739.1,1.247,6475
515,894579233,Existing Customer,43,F,3,Post-Graduate,Married,Unknown,Blue,23,5,3,3,3303.8,1708,3096.7,2.617,13131
516,746787763,Existing Customer,30,M,5,Doctorate,Unknown,$80K - $120K,Blue,13,6,4,4,4734.4,1908,16616.9,2.106,6858
517,765732489,Attrited Customer,28,F,1,Uneducated,Divorced,Less than $40K,Blue,46,1,3,3,14710.1,2049,8657.2,0.439,18090
518,703693305,Attrited Customer,48,M,0,Doctorate,Single,Unknown,Gold,13,3,4,1,10955.3,2280,30368.1,2.912,18106
519,713470137,Attrited Customer,51,F,1,Doctorate,Divorced,$60K - $80K,Blue,31,4,6,3,13050.1,368,10697.4,2.085,1333
520,704466271,Existing Customer,62,M,1,Unknown,Divorced,$40K - $60K,Blue,14,5,4,0,6093.7,1274,20428.1,3.271,7594
521,888934912,Existing Customer,49,F,0,Post-Graduate,Single,$40K - $60K,Blue,33,2,5,3,11521.7,945,2205.1,2.312,12965
522,869124855,Existing Customer,44,M,0,Unknown,Divorced,Unknown,Blue,32,1,5,4,5346.5,2227,10833.1,0.678,11117
523,844713028,Existing Customer,50,M,4,Doctorate,Divorced,Less than $40K,Blue,35,4,4,5,3336.6,292,643.0,1.663,17429
524,862927107,Existing Customer,46,M,4,Post-Graduate,Married,$40K - $60K,Blue,33,3,1,5,9450.1,583,8276.8,2.24,14746
525,734654999,Existing Customer,37,M,0,Uneducated,Divorced,Less than $40K,Blue,36,2,2,2,31280.3,2222,4934.7,0.193,16746
526,727451727,Existing Customer,66,M,5,Post-Graduate,Divorced,$120K +,Blue,16,1,1,6,4413.5,2170,3480.7,0.149,11329
527,774815222,Existing Customer,58,M,2,High School,Divorced,$80K - $120K,Blue,24,5,4,3,6381.9,2274,14384.1,0.527,12479
528,728997889,Existing Customer,29,M,4,Unknown,Divorced,$60K - $80K,Blue,34,2,2,5,10404.9,2491,13981.9,0.93,17843
529,813865200,Existing Customer,67,F,2,Post-Graduate,Single,$80K - $120K,Blue,32,6,5,3,7676.5,2475,657.9,1.518,12210
530,799967871,Existing Customer,32,F,5,Uneducated,Unknown,$80K - $120K,Blue,30,2,2,6,16271.9,764,7082.4,1.709,1053
531,748978079,Attrited Customer,47,F,0,College,Married,$120K +,Blue,13,4,4,5,12913.2,2112,3710.2,0.555,4410
532,711726298,Existing Customer,58,F,5,Doctorate,Divorced,$40K - $60K,Blue,42,1,5,6,1918.5,1304,4260.9,2.322,12455
533,755723671,Existing Customer,42,F,4,Post-Graduate,Divorced,$60K - $80K,Blue,45,4,2,3,53046.9,1414,12988.2,2.067,4734
534,756564401,Existing Customer,49,M,1,Doctorate,Single,$40K - $60K,Blue,36,4,2,4,12605.6,427,3095.8,1.072,14268
535,746673570,Existing Customer,59,M,0,Graduate,Unknown,Unknown,Blue,26,3,1,3,17393.1,2014,20558.9,0.145,15459
536,778547323,Existing Customer,53,M,3,High School,Divorced,$80K - $120K,Blue,48,5,2,6,9864.0,106,1886.0,0.356,3376
537,715033888,Existing Customer,68,M,2,Unknown,Single,Unknown,Blue,17,2,6,4,16957.4,658,8107.9,1.393,8778
538,789132960,Existing Customer,66,M,5,High School,Married,Less than $40K,Blue,23,1,4,4,2391.7,1182,8305.4,0.608,13323
539,895922610,Existing Customer,64,F,0,Graduate,Married,$80K - $120K,Blue,36,6,0,2,4856.5,2312,2534.3,1.344,17242
540,734958762,Existing Customer,47,F,5,Graduate,Divorced,$40K - $60K,Blue,43,5,0,5,18165.0,1225,3248.7,2.173,5111
541,717028708,Existing Customer,42,F,0,Unknown,Divorced,$80K - $120K,Blue,25,5,0,0,3239.7,154,13104.1,1.906,13440
542,704035851,Attrited Customer,59,F,4,Post-Graduate,Unknown,Less than $40K,Blue,28,1,4,4,2089.8,895,10542.7,0.863,4843
543,747685442,Existing Customer,31,M,4,Graduate,Unknown,$120K +,Blue,36,5,0,6,13851.8,1521,3293.9,1.235,5909
544,734045504,Existing Customer,71,M,4,College,Divorced,Unknown,Blue,25,3,1,5,15876.1,1620,5844.3,2.126,18349
545,801750176,Attrited Customer,31,M,5,Doctorate,Single,Unknown,Gold,36,5,4,1,2858.1,992,945.7,2.941,7946
546,813751207,Existing Customer,59,F,3,Doctorate,Unknown,$40K - $60K,Blue,38,3,6,3,16850.2,2292,2139.0,2.586,15457
547,830355017,Existing Customer,26,M,4,Uneducated,Divorced,$80K - $120K,Blue,14,2,5,6,10724.5,1323,5156.3,1.926,14471
548,782396202,Existing Customer,35,F,0,Graduate,Unknown,$40K - $60K,Blue,28,2,6,1,7311.1,1385,1129.3,1.296,8596
549,735610155,Existing Customer,46,M,4,Graduate,Divorced,$120K +,Blue,50,4,4,6,15625.4,2433,13475.4,1.305,4192
550,802912284,Attrited Customer,30,M,1,College,Married,$80K - $120K,Blue,13,3,4,3,5785.5,2461,9361.1,3.002,2364
551,729469068,Existing Customer,27,F,4,High School,Divorced,$80K - $120K,Blue,23,6,2,2,3163.3,1301,20631.2,0.23,3495
552,816346891,Attrited Customer,47,M,5,High School,Married,$40K - $60K,Blue,47,2,2,6,4120.1,758,8777.0,3.36,11327
553,864402782,Existing Customer,73,M,3,Doctorate,Unknown,$40K - $60K,Blue,55,5,2,4,7066.2,746,20240.9,2.292,8006
554,709702701,Existing Customer,27,F,1,Doctorate,Divorced,Less than $40K,Blue,41,1,3,0,7500.9,592,6160.1,2.348,1068
555,778262145,Existing Customer,35,M,5,Post-Graduate,Unknown,$120K +,Blue,49,1,1,4,14539.9,1548,6917.9,0.225,1764
556,867345404,Existing Customer,59,F,5,Unknown,Married,Less than $40K,Blue,29,3,4,3,13974.9,15,26897.0,2.098,16177
557,837193970,Existing Customer,41,M,5,College,Divorced,Unknown,Blue,51,6,6,6,8404.1,992,7693.1,1.7,16588
558,803312086,Attrited Customer,73,M,0,Unknown,Unknown,$80K - $120K,Blue,54,4,4,0,13579.6,1068,718.9,0.449,10516
559,737317456,Existing Customer,64,M,5,Unknown,Married,$40K - $60K,Blue,40,5,2,4,3141.3,1344,9506.5,1.017,6793
560,831952729,Attrited Customer,47,M,0,Uneducated,Unknown,$80K - $120K,Blue,41,3,4,0,1848.9,2195,17011.8,3.038,9364
561,727812615,Existing Customer,37,M,5,Unknown,Single,$80K - $120K,Blue,55,1,5,3,17986.6,2402,11613.1,1.915,12818
562,744653148,Attrited Customer,49,M,2,Uneducated,Married,$60K - $80K,Blue,15,3,4,2,2066.5,702,6636.7,1.464,3835
563,839050905,Existing Customer,72,M,1,Unknown,Married,Unknown,Blue,22,5,6,2,3704.2,612,8288.3,0.34,18135
564,799952217,Existing Customer,65,M,2,College,Married,$60K - $80K,Blue,54,6,0,6,10945.9,104,32871.7,2.457,3653
565,820794109,Attrited Customer,63,F,5,Uneducated,Divorced,$80K - $120K,Blue,26,6,5,4,5651.6,1497,1165.3,2.419,3547
566,708454561,Existing Customer,35,F,1,High School,Divorced,$40K - $60K,Blue,24,2,5,1,18158.1,395,8202.4,2.126,12927
567,745932658,Existing Customer,60,M,1,Uneducated,Divorced,$80K - $120K,Blue,54,5,4,3,4268.3,2010,2832.6,1.784,5185
568,836815208,Existing Customer,57,M,3,Uneducated,Single,Unknown,Blue,42,2,3,4,1533.5,850,7653.3,1.531,18371
569,723151417,Existing Customer,32,F,2,College,Single,$60K - $80K,Blue,44,2,2,4,4298.9,1988,7048.7,2.058,7658
570,739673332,Attrited Customer,46,M,3,College,Married,$40K - $60K,Blue,44,2,1,2,8341.4,441,1666.2,0.87,8061
571,853917041,Existing Customer,45,M,1,Uneducated,Single,$80K - $120K,Blue,54,3,1,6,5210.0,1668,2121.3,3.206,17000
572,716934380,Existing Customer,51,F,0,Graduate,Unknown,$120K +,Silver,44,1,0,0,7561.6,872,7303.2,2.043,3178
573,710617244,Existing Customer,29,M,1,College,Married,Unknown,Blue,38,6,1,3,18176.5,666,1460.6,1.127,18058
574,868303991,Existing Customer,71,M,3,Post-Graduate,Married,Unknown,Blue,13,3,1,0,20925.6,1051,2656.9,1.584,15422
575,884451800,Existing Customer,47,F,2,Post-Graduate,Unknown,$120K +,Blue,54,1,2,5,3911.7,627,13123.1,2.759,18051
576,829195004,Existing Customer,40,M,5,High School,Married,$80K - $120K,Blue,14,6,2,5,6399.3,1428,3273.0,0.633,2756
577,837587448,Existing Customer,65,M,5,Unknown,Single,Unknown,Blue,29,5,3,3,7810.9,347,5186.8,1.066,7163
578,702640328,Existing Customer,46,F,2,Uneducated,Divorced,$40K - $60K,Blue,42,6,6,6,25263.1,1263,20328.2,2.342,11643
579,725856919,Existing Customer,40,M,5,Graduate,Unknown,$80K - $120K,Silver,51,6,0,1,54107.8,1017,2303.7,1.141,8159
580,757658082,Existing Customer,47,F,5,High School,Single,$80K - $120K,Blue,19,6,1,5,3585.3,569,3955.8,2.715,17405
581,889613154,Existing Customer,53,M,3,Uneducated,Unknown,$60K - $80K,Blue,39,4,3,2,11823.7,2073,7028.0,0.53,8951
582,861566703,Existing Customer,39,M,2,College,Unknown,Unknown,Blue,21,5,0,1,5236.9,1952,10355.2,2.617,1398
583,711552291,Existing Customer,52,F,4,Post-Graduate,Married,Unknown,Blue,34,3,5,4,1503.1,2264,16734.8,0.326,9725
584,700070640,Existing Customer,66,F,0,Doctorate,Married,$120K +,Blue,46,3,1,5,1512.4,1351,17794.8,0.142,9301
585,813442790,Existing Customer,65,M,0,Graduate,Single,$60K - $80K,Blue,13,1,1,2,6375.9,669,10992.8,3.064,11585
586,777498463,Existing Customer,53,F,5,Doctorate,Unknown,$60K - $80K,Blue,21,3,2,4,6798.7,717,2314.4,2.018,15714
587,821562775,Existing Customer,51,F,0,Post-Graduate,Married,Unknown,Blue,32,2,4,1,1620.6,2357,675.9,1.261,10460
588,897193764,Existing Customer,27,M,2,Unknown,Married,$80K - $120K,Blue,31,6,0,3,10728.6,266,3889.0,0.868,5923
589,703741196,Existing Customer,50,M,2,Unknown,Unknown,$60K - $80K,Gold,48,3,1,4,4223.2,1438,1568.4,2.136,7047
590,719511512,Existing Customer,28,M,1,Doctorate,Single,$120K +,Blue,52,1,0,0,8003.9,1356,9174.5,1.78,4079
591,874478184,Existing Customer,33,F,1,College,Single,$60K - $80K,Blue,16,1,6,3,4301.9,1022,8075.0,3.372,1752
592,711720477,Existing Customer,69,F,0,Uneducated,Unknown,$120K +,Blue,21,2,3,3,2901.1,2037,814.8,3.345,4839
593,818338832,Attrited Customer,58,F,4,College,Single,$60K - $80K,Blue,53,1,3,1,5620.8,2497,13180.6,2.196,10997
594,847435376,Existing Customer,67,F,1,Doctorate,Married,$120K +,Blue,34,4,4,1,3552.6,564,2502.1,1.561,3905
595,722558781,Existing Customer,60,M,1,College,Unknown,$60K - $80K,Blue,30,6,1,2,7560.3,1270,4462.2,1.721,17334
596,759946863,Existing Customer,31,F,2,Post-Graduate,Married,$60K - $80K,Blue,24,6,6,2,3211.4,1059,8216.9,2.352,8549
597,762784216,Existing Customer,64,M,4,Graduate,Divorced,$40K - $60K,Blue,54,6,2,0,7118.8,1424,4427.7,0.435,8708
598,732425301,Existing Customer,48,F,5,College,Divorced,$120K +,Blue,55,5,1,3,2807.9,27,4574.8,1.184,2096
599,788146618,Attrited Customer,50,M,0,Post-Graduate,Single,$120K +,Blue,51,3,0,6,10331.0,219,975.2,0.348,17719
600,860996370,Existing Customer,68,M,1,Graduate,Divorced,$120K +,Blue,21,4,5,0,12655.4,405,4092.6,0.342,4334
601,760995760,Existing Customer,44,M,4,Unknown,Married,Less than $40K,Blue,18,3,3,0,2373.8,1637,10632.7,0.746,18162
602,746547339,Existing Customer,30,F,4,Uneducated,Divorced,$60K - $80K,Blue,31,4,0,6,6483.9,1798,17770.3,1.701,3946
603,790372540,Existing Customer,36,M,0,Doctorate,Married,$120K +,Blue,19,3,4,6,2026.1,2318,4235.0,2.69,8599
604,830489576,Existing Customer,37,M,4,Unknown,Single,Unknown,Blue,28,2,3,6,8732.1,1759,4356.5,1.702,16567
605,848791186,Existing Customer,35,F,4,Uneducated,Single,Less than $40K,Blue,17,1,2,1,3894.6,1674,8989.4,1.207,1820
606,823637835,Existing Customer,33,M,4,Unknown,Married,$40K - $60K,Blue,28,1,3,0,7437.8,791,20525.0,0.372,10329
607,882128904,Existing Customer,49,F,1,High School,Divorced,$120K +,Blue,13,2,5,0,7267.5,962,2674.8,1.916,15975
608,729264326,Existing Customer,53,F,0,Unknown,Single,$120K +,Blue,49,4,6,4,22091.6,1309,4560.5,0.995,13967
609,782896667,Existing Customer,66,M,4,Post-Graduate,Unknown,Less than $40K,Blue,51,5,1,6,7809.8,833,11626.5,2.129,987
610,753953229,Existing Customer,61,M,4,Graduate,Single,$60K - $80K,Blue,31,4,5,6,8435.3,316,7085.8,3.325,9416
611,756294783,Existing Customer,62,F,1,Unknown,Divorced,Unknown,Blue,49,1,6,2,5546.7,1320,1320.3,0.467,10378
612,893363507,Existing Customer,46,M,0,College,Unknown,$40K - $60K,Blue,29,5,5,2,25257.9,2385,7417.0,0.8,1018
613,746977874,Existing Customer,33,F,2,Uneducated,Divorced,$120K +,Blue,38,3,1,3,13449.3,1330,1947.0,1.661,7829
614,729365614,Existing Customer,34,F,1,Unknown,Married,$60K - $80K,Blue,34,5,3,2,4126.3,350,5496.5,3.296,891
615,789268367,Existing Customer,72,F,0,Graduate,Unknown,Unknown,Blue,20,4,4,5,16311.9,510,5771.8,2.647,15797
616,747010676,Existing Customer,40,M,4,Post-Graduate,Divorced,Unknown,Blue,45,2,1,3,5968.7,491,15123.8,3.064,2355
617,825430852,Existing Customer,73,F,0,High School,Unknown,$40K - $60K,Blue,14,3,1,6,15551.2,1931,4845.7,1.201,13072
618,885588834,Existing Customer,71,M,0,Uneducated,Divorced,$80K - $120K,Blue,42,4,6,4,15285.8,1617,2794.1,3.374,10420
619,871544971,Existing Customer,65,M,5,Doctorate,Unknown,Unknown,Blue,32,3,2,2,3112.6,2056,2338.3,0.439,5139
